"categoryName","location/lat","location/lng","totalScore","address","postalCode","title","reviewsCount","reviewsDistribution","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","street","price"
"Hospital","31.256079","74.2290633",,"764H+CJP، Sue-e-Asal Road, Raiwind, Kasur, Punjab, Pakistan",,"Soweasal. NISHTER .Vac M.Ali","0",,,,,,,"764H+CJP، Sue-e-Asal Road",
"Hospital","31.256751","74.2328314",,"764M+P44, Raiwind, Kasur, Punjab, Pakistan",,"Darulkhidmat Herbal Research Society","0",,,,,,,"764M+P44",
"Hospital","31.2205548","74.2560806",,"67C4+6CG, Raja Jang, Kasur, Punjab, Pakistan",,"Basic Health Unit","0",,,,,,,"67C4+6CG",
"Hospital","31.2540816","74.2227986",,"763F+J4M, Raiwind, Kasur, Punjab, Pakistan",,"Ahmad jameel hajama clanice","0",,,,,,,"763F+J4M",
"Hospital","31.2573079","74.225124",,"764G+W2H, Raiwind Rd, Raiwind, Lahore, Punjab, Pakistan",,"Al Rahman lab","0",,,,,,,"764G+W2H, Raiwind Rd",
"Otolaryngology clinic","31.3962615","74.2940503","4.5",,,"Best ENT Specialist and Surgeon at CMH Lahore | Prof Dr Ayub","15",,"11","2","0","0","2",,
"Hospital","31.253696","74.2232585",,"763F+F8C, روڈ رائونڈنزد تبلیغی مرکز, Raiwind, Lahore, Punjab, Pakistan",,"عثمانیہ دواخانہ رائونڈ","0",,,,,,,"763F+F8C, روڈ رائونڈنزد تبلیغی مرکز",
"Hospital","31.4125753","74.2224499",,"Block B, Plot 69, Block A Sher Shah Colony, Lahore, Punjab, Pakistan",,"Family HealthCare Clinic","0",,,,,,,"Block B, Plot 69",
"Hospital","31.2479269","74.2180253",,"66X9+56C, Raiwind, Kasur, Punjab, Pakistan",,"AZRA CALINIC","0",,,,,,,"66X9+56C",
"Health consultant","31.4228056","74.24114","4.9","12 C, Block C OPF Society, Lahore, Punjab, Pakistan",,"JAFFAR hospital 12 C OPF","8",,"7","1","0","0","0","12 C",
"Medical laboratory","31.249846","74.2111528","5","Sundar Raiwind Rd, near HBL Bank, Raiwind, Lahore, Punjab 54000, Pakistan","54000","Chughtai Lab lahore, Raiwind","164",,"162","1","0","1","0","Sundar Raiwind Rd, near HBL Bank",
"Hospital","31.247516","74.2071324","5","66X4+2V2, Raiwind, Kasur, Punjab, Pakistan",,"Umer Animal Doctor","1",,"1","0","0","0","0","66X4+2V2",
"Medical Center","31.2478205","74.2172355","5","66X8+4VH, Main Bazar, Raiwind, Lahore, Punjab, Pakistan",,"Chughtai Medical Store","1",,"1","0","0","0","0","66X8+4VH, Main Bazar",
"Psychiatric hospital","31.4241771","74.2370414","4.8","112 B OPF Housing Scheme Raiwind, Road, Lahore, 54000, Pakistan","54000","Psych Consultants","6",,"5","1","0","0","0","112 B OPF Housing Scheme Raiwind, Road",
"Hospital","31.2550956","74.2120089",,"7646+2RJ, Bypass, Raiwind, Kasur, Punjab, Pakistan",,"Mumtaz Free Dispensary","0",,,,,,,"7646+2RJ, Bypass",
"Medical laboratory","31.4350678","74.2152107","4.7","52 D Block Commercial Market, Block D DHA EME Sector, Lahore, Punjab, Pakistan",,"Hameed Latif Hospital Laboratory Collection Center EME","7",,"5","2","0","0","0","52 D Block Commercial Market",
"Otolaryngology clinic","31.3962615","74.2782431","5",,,"Best ENT Specialist & Surgeon at Doctors Hospital Lahore | Prof Dr Ayub","4",,"4","0","0","0","0",,
"Government hospital","31.3993875","74.2481094","5","96XX+Q65, Wocland Villas Lahore, Punjab, Pakistan",,"Nawaz Sharif Institute of Cancer Treatment and Research","2",,"2","0","0","0","0","96XX+Q65",
"Hospital","31.4351908","74.1978437","2","C5PX+34G, Jhelum Block Green Forts 2, Lahore, Punjab, Pakistan",,"S.A Medical and Diagnostic Center","1",,"0","0","0","0","1","C5PX+34G",
"Medical Center","31.2356876","74.209302",,"Bhamby Road, Mission Colony Raiwind, Kasur, Punjab 55150, Pakistan","55150","Taha Medical Store","0",,,,,,,"Bhamby Road",
"Laboratory","31.3863944","74.1902574","3.3","D Street No.3, Shaheen Block Sector B Bahria Town, Lahore, Punjab, Pakistan",,"Bahria International Hospitals Lab Collection Center","4",,"1","1","1","1","0","D Street No.3",
"Hospital","31.2512952","74.2196751",,"7629+GV7, Raiwind Rd, Railway Colony Raiwind, Kasur, Punjab, Pakistan",,"Civil Hospital","0",,,,,,,"7629+GV7, Raiwind Rd",
"Heart hospital","31.4024583","74.227985","5","Bhobtian Lahore, Punjab 55150, Pakistan","55150","Usman Ranjha house","1",,"1","0","0","0","0",,
"Medical Center","31.2456604","74.2098319",,"66W5+7W8, Rehmat Shah Colony Mohalla Ghauspura Raiwind, Lahore, Punjab, Pakistan",,"Yousaf Medical Store,Manga Road Raiwind","0",,,,,,,"66W5+7W8",
"Hospital","31.4112442","74.2229853","5","Plot 807, Block A Sher Shah Colony, Lahore, Punjab, Pakistan",,"Tahir hajama center","1",,"1","0","0","0","0","Plot 807",
"Hospital","31.3898401","74.2427646","4.3","1-Km Defence Road،, near Bhuptian Chowk, Lahore, Punjab, Pakistan",,"Site for Children's Heart Hospital & Research Institute Lahore","3",,"1","2","0","0","0","1-Km Defence Road،, near Bhuptian Chowk",
"Hospital","31.2456367","74.2129001","1","66W7+752, Raiwind, Lahore, Punjab, Pakistan",,"sival hopital","1",,"0","0","1","0","0","66W7+752",
"Hospital","31.420607","74.2303943","2","C6CJ+65R, Raiwind Rd, OPF Housing Scheme, Block D Opf Housing Scheme, Lahore, Punjab 55150, Pakistan","55150","Almas Hospital","1",,"0","0","0","0","1","C6CJ+65R, Raiwind Rd, OPF Housing Scheme",
"Eye care center","31.2463618","74.2076675","4.2","Manga - Raiwind Road, Raiwind, Kasur, Punjab 55150, Pakistan","55150","Al-Shifa Laser Eye Centre","13",,"7","4","1","1","0","Manga - Raiwind Road",
"Hospital","31.2482598","74.2184331",,"66X9+893, Faqeer Hussain St, Kot Khazan Singh Raiwind, Kasur, Punjab, Pakistan",,"khizar hayat clinic","0",,,,,,,"66X9+893, Faqeer Hussain St",
"Medical Center","31.2176829","74.2160368","3","6698+3CF, Changa Manga Rd, Kasur, Punjab, Pakistan",,"Arham Clinic","2",,"1","0","1","0","0","6698+3CF, Changa Manga Rd",
"Medical Center","31.2465968","74.2166589","5","66W8+JMM, Raiwind, Kasur, Punjab, Pakistan",,"Arshad Medical Hall","4",,"4","0","0","0","0","66W8+JMM",
"Hospital","31.2205548","74.2560806","2.8","RHC, Raja Jang, Kasur, Punjab, Pakistan",,"RHC Raja Jang","6",,"1","1","2","2","0","RHC",
"Hospital","31.2566818","74.2071879",,"Raiwind, Kasur, Punjab, Pakistan",,"Mohsin Illahi Medical Centre","0",,,,,,,,
"Hospital","31.4006295","74.2452648","4.3","Pine Ave, Punjab Cooperative Employees Cooperative Housing Society Wocland Villas, Lahore, Punjab, Pakistan",,"Nawaz Sharif Cancer Hospital Pine Ave","6",,"5","0","1","0","0","Pine Ave",
"Medical Center","31.2573216","74.2255673","5","764G+W6G, Raiwind, Lahore, Punjab, Pakistan",,"Al ibrahim Dawakhana","2",,"2","0","0","0","0","764G+W6G",
"Hospital","31.4020068","74.2148911","5","Directorate - Punjab Social Security, Labor Colony Rd, Labor Colony Government Of Punjab, Lahore, Punjab, Pakistan",,"Hospital","1",,"1","0","0","0","0","Directorate - Punjab Social Security, Labor Colony Rd",
"Hospital","31.2574826","74.2257437",,"Tablighi markaz, Raiwind, Lahore, Punjab, Pakistan",,"Maira Irshad Hospital","0",,,,,,,"Tablighi markaz",
"Hospital","31.2483751","74.2116759",,"66X6+8MG, Sundar Raiwind Rd, Raiwind, Kasur, Punjab, Pakistan",,"Chaudhry Muhammad Akram Hospital, Awami Sehat Clinic","0",,,,,,,"66X6+8MG, Sundar Raiwind Rd",
"Hospital","31.2148449","74.2562747","1","6774+WGJ, Unnamed Road, Raja Jang, Kasur, Punjab, Pakistan",,"EPI Center RHC Raja Jang","1",,"0","0","1","0","0","6774+WGJ, Unnamed Road",
"Hospital","31.4077378","74.20931","5","Plot 1102, Block J Lda Avenue Phase 1 Lda Avenue, Lahore, Punjab, Pakistan",,"UCMD Doctors","2",,"2","0","0","0","0","Plot 1102",
"Hospital","31.2520493","74.2216543",,"762C+RM6, Raiwind, Lahore, Punjab, Pakistan",,"Al Rehman Health Clinic","0",,,,,,,"762C+RM6",
"Hospital","31.4074822","74.1895211","5","G-15,Ground Floor, Future Tower, Block C Commercial Area Jubilee Town, Lahore, Punjab, Pakistan",,"PetNova Animal Hospital","38",,"38","0","0","0","0","G-15,Ground Floor, Future Tower",
"Hospital","31.2477854","74.2177442",,"66X9+439, Raiwind, Kasur, Punjab, Pakistan",,"Ahmed Clinic and Maternity Home","0",,,,,,,"66X9+439",
"Medical Center","31.4166056","74.2303237","5","UMT School of Health Sciences, 72-A Raiwind Rd, Dubai Town, Lahore, Punjab 54000, Pakistan","54000","University Medical Center - UMC","14",,"14","0","0","0","0","UMT School of Health Sciences, 72-A Raiwind Rd",
"Medical Center","31.2401668","74.2119489","5","66R6+3Q8, Jinnah Colony Raiwind, Lahore, Punjab, Pakistan",,"Al jannat poly clinic","1",,"1","0","0","0","0","66R6+3Q8",
"Hospital","31.4012896","74.2132855","3.5","C627+G87 COMSATS University, Phase 1 Lda Avenue, Lahore, Punjab 54000, Pakistan","54000","CIIT Health Centre","2",,"1","0","0","0","1","C627+G87 COMSATS University",
"Medical Center","31.2560105","74.2313406","3","bai pas, Sue-e-Asal Road، Raiwind, Kasur, Punjab, Pakistan",,"Momin medical & General store","1",,"0","0","0","1","0","bai pas, Sue-e-Asal Road",
"Hospital","31.4137498","74.2210483","4.7","Plot 21, Block B Talib Ganj, Lahore, Punjab, Pakistan",,"Faizan Hospital Surgical & Medical Center","6",,"4","2","0","0","0","Plot 21",
"Hospital department","31.2365147","74.2140292","4","66P7+JJ2, Mission Colony Raiwind, Lahore, Punjab, Pakistan",,"Fatima Imran Medical Centre","2",,"1","0","0","1","0","66P7+JJ2",
"Hospital","31.4354807","74.2323","4","C6PJ+5WV, Raiwind Rd, Ali Razabad, Johar Town, Hassanabad, Lahore, Punjab 55150, Pakistan","55150","Bashir Medical Complex","9",,"4","3","1","1","0","C6PJ+5WV, Raiwind Rd, Ali Razabad, Johar Town",
"Hospital","31.4067509","74.1900356","3","357 Main Blvd, Block D Jubilee Town, Lahore, Punjab, Pakistan",,"Classic Care Hospital","2",,"1","0","1","0","0","357 Main Blvd",
"Hospital","31.2551386","74.2183894","3.5","7649+392, Raiwind, Kasur, Punjab, Pakistan",,"Waresa Islam Trust, Maternity Clinic","2",,"1","0","0","0","1","7649+392",
"Private hospital","31.4138012","74.215829",,"C678+G8G, Eden Lane Villas Eden Lane Villas 1, Lahore, Punjab, Pakistan",,"Masood Clinic, Eden C Block","0",,,,,,,"C678+G8G",
"Hospital","31.2465478","74.206792","3.5","Bus Station, Manga - Raiwind Road, Raiwind, Lahore, Punjab, Pakistan",,"Noor eye hospital","8",,"5","0","3","0","0","Bus Station, Manga - Raiwind Road",
"Hospital","31.2567705","74.2351507","5","764P+P32, Lalyani Rd, Jalal Pura, Raiwind, Kasur, Punjab 55150, Pakistan","55150","Nazir Surgical Hospital","1",,"1","0","0","0","0","764P+P32, Lalyani Rd",
"Hospital","31.2505772","74.2107068","3.3","7626+67P, Sundar Raiwind Rd, Bhai Kot, Kasur, Punjab, Pakistan",,"Sohail Hospital","3",,"1","1","1","0","0","7626+67P, Sundar Raiwind Rd",
"Maternity hospital","31.4123762","74.2194378","4","449/B Raiwind Rd, Block B Sher Shah Colony, Lahore, Punjab 54000, Pakistan","54000","Uzma Maternity Home & Al-Nasar Lab Collection Center","11",,"8","0","2","0","1","449/B Raiwind Rd",
"Hospital","31.4332346","74.2520563","4.9","9-C, Commercial Market, phase 1 Nasheman Iqbal Phase 1 Nasheman-e-Iqbal Housing Society, Lahore, Punjab 54000, Pakistan","54000","Rabia Medical Complex","34",,"32","1","1","0","0","9-C, Commercial Market",
"Medical Center","31.4021867","74.2147929","5","C627+VWF, Labor Colony Rd, Labor Colony Government Of Punjab, Lahore, Punjab, Pakistan",,"PESSI Social Security Medical Center Defence Road , Lahore","2",,"2","0","0","0","0","C627+VWF, Labor Colony Rd",
"Hospital","31.4086431","74.1958524","4.8","Plot no, 847, Block F Jubliee Town, Lahore, Punjab 54500, Pakistan","54500","AAS Rehabilitation Center","42",,"38","2","2","0","0","Plot no, 847",
"Hospital","31.3878914","74.1876979","3.4","Takbeer Block Sector B Bahria Town, Lahore, Punjab 55150, Pakistan","55150","Bahria Town International Hospital Lahore","460",,"207","68","134","33","18",,
"Hospital","31.2443109","74.2233704","4","66VF+P8H, Unnamed Road, Basti Amin Pura Basti Aminpura Raiwind, Kasur, Punjab, Pakistan",,"Dr tahir clinic","3",,"1","1","0","1","0","66VF+P8H, Unnamed Road",
"Hospital","31.3988373","74.229769","3.6","Bhobtian Avenue, 9 Km Raiwind Rd, Lahore, Pakistan",,"Ali Fatima Hospital","86",,"45","9","23","6","3","Bhobtian Avenue, 9 Km Raiwind Rd",
"Private hospital","31.3893125","74.2404375","3.6","Lahore, Punjab, Pakistan",,"The University Of Lahore Teaching Hospital","257",,"131","33","68","15","10",,
"Hospital","31.2466688","74.2061848","5","66W4+MF7, Manga - Raiwind Road, Raiwind, Kasur, Punjab 55150, Pakistan","55150","Razia Surgical Hospital","1",,"1","0","0","0","0","66W4+MF7, Manga - Raiwind Road",
"Hospital","31.4362956","74.1925846","4.2","Canal Rd, opposite Green Forts 2, Satluj Block Green Forts 2, Lahore, Punjab 53710, Pakistan","53710","Saleem Memorial Hospital","264",,"196","14","42","4","8","Canal Rd, opposite Green Forts 2",
"Hospital","31.2643775","74.2253638","5","Khara chowk, Raiwind Rd, behind Sonehri bank, Raiwind, Lahore, Punjab, Pakistan",,"AL RAHMAN Clinic and Diagnostic Center","6",,"6","0","0","0","0","Khara chowk, Raiwind Rd, behind Sonehri bank",
"Hospital","31.2506946","74.2107743","5","7626+78C, Sundar Raiwind Rd, Raiwind, Kasur, Punjab, Pakistan",,"Al Mustafa Hospital","2",,"2","0","0","0","0","7626+78C, Sundar Raiwind Rd",
"Hospital","31.2491764","74.2190178","4.8","66X9+MJC, Railway Road Raiwind, Main Road Railway Station Raiwind, Raiwind, Lahore, Punjab, Pakistan",,"Hira Hospital","8",,"7","0","0","1","0","66X9+MJC, Railway Road Raiwind, Main Road Railway Station Raiwind",
"Hospital","31.2515213","74.2217121","4.5","762C+JM4, Railway Station Rd, Raiwind, Kasur, Punjab, Pakistan",,"Sharif Polyclinic And Lab","13",,"9","2","0","1","1","762C+JM4, Railway Station Rd",
"Obstetrician-gynecologist","31.2489576","74.2120085","5","Raiwind, Lahore, Punjab, Pakistan",,"Al Rafeh Hospital","2",,"2","0","0","0","0",,
"Hospital","31.2511919","74.2107892","5","31.54972, Raiwind, Lahore, Kasur, Punjab 55150, Pakistan","55150","Faizan Hospital Surgical And Medical Centre Railway Road Raiwin","1",,"1","0","0","0","0","31.54972",
"Hospital","31.2414639","74.2163774","4.3","66R8+HHJ, Raiwind, Lahore, Punjab, Pakistan",,"Nusrat Clicnic and maternity home","3",,"2","0","0","1","0","66R8+HHJ",
"Medical Center","31.2642886","74.2247314","4.9","khara chowk, Main Lahore Rd, Raiwind, Pakistan",,"Sharif Medical Center","34",,"32","1","0","1","0","khara chowk, Main Lahore Rd",
"Hospital","31.241886","74.2134723","5","Police Station Rd, Raiwind, Kasur, Punjab 55150, Pakistan","55150","Atta Khanzada General Hospital","1",,"1","0","0","0","0","Police Station Rd",
"Hospital","31.2452422","74.2161389","5","Mian Jee Abdullah Rd, Raiwind 1st floor National Bank Railway Road, Raiwind, Kasur, Punjab 54000, Pakistan","54000","Dr Tahir Javed Hospital","1",,"1","0","0","0","0","Mian Jee Abdullah Rd, Raiwind 1st floor National Bank Railway Road",
"Medical Center","31.2448844","74.2142655","4.3","66V7+XP2, Raiwind, Kasur, Punjab, Pakistan",,"Ali Hospital","3",,"1","2","0","0","0","66V7+XP2",
"Hospital","31.2510381","74.210437","3","7626+C57, Kasur - Raiwind Rd, Raiwind, Lahore, Kasur, Punjab, Pakistan",,"Rana Al Habib Memorial Hospital","5",,"2","0","2","1","0","7626+C57, Kasur - Raiwind Rd",
"Hospital","31.2464286","74.2156612","5","66W8+H7F، Gosht Market Road, Raiwind, Kasur, Punjab, Pakistan",,"Farooq hospital","2",,"2","0","0","0","0","66W8+H7F، Gosht Market Road",
"Hospital","31.2519188","74.2223731","5","762C+QW9, Raiwind, Kasur, Punjab, Pakistan",,"Rehman Surgical Hospital","1",,"1","0","0","0","0","762C+QW9",
"Hospital","31.2533954","74.2138932","4.3","7637+9H2, Gulberg Town Raiwind, Kasur, Punjab, Pakistan",,"Nausha Poly Clinic","9",,"5","2","0","2","0","7637+9H2",
"Hospital","31.2459185","74.2094891","3.8","66W5+9Q9, Manga - Raiwind Road, Mohalla Ghauspura Raiwind, Kasur, Punjab, Pakistan",,"Jinnah Hospital","23",,"12","3","4","4","0","66W5+9Q9, Manga - Raiwind Road",
"Medical Center","31.249002","74.2110936","5","Sundar Raiwind Rd, near City marriage hall, Raiwind, Kasur, Punjab, Pakistan",,"Ayesha sakeena medical complex hospital","1",,"1","0","0","0","0","Sundar Raiwind Rd, near City marriage hall",
"Government hospital","31.2405849","74.21267","3.9","Raiwind, Kasur, Punjab, Pakistan",,"ٹی ایچ کیو ہسپتال، رائیونڈ","92",,"52","16","16","6","2",,
"Hospital","31.4780664","74.0675359",,"F3H9+62F, Samolana, Sheikhupura, Punjab, Pakistan",,"Hospital","0",,,,,,,"F3H9+62F",
"Hospital","31.3169902","74.2174436","3.9","Bahria Hospital Orchard, Raiwind Rd, Bahria Orchard Central District Bahria Orchard, Lahore, Punjab 55150, Pakistan","55150","Begum Akhtar Rukhsana Memorial Trust Hospital Orchard","24",,"13","4","4","2","1","Bahria Hospital Orchard, Raiwind Rd",
"Hospital","31.2527067","74.1869946","5","753P+3QQ, Manga - Raiwind Road, Raiwind, Kasur, Punjab, Pakistan",,"Bashir gerenil hospital","1",,"1","0","0","0","0","753P+3QQ, Manga - Raiwind Road",
"Hospital","31.0925104","74.4492736","5","Nizampura, Main Depal Pur Rd, stop Kasur, 55050, Pakistan","55050","Fatima Medical Complex","1",,"1","0","0","0","0","Nizampura, Main Depal Pur Rd",
"Hospital","30.9283518","74.0110712",,"Rural Health Dispensary, Jamshair Khurd Tehsil, Chunian, Kasur, Punjab, Pakistan",,"Rural Health Dispensary","0",,,,,,,"Rural Health Dispensary, Jamshair Khurd Tehsil",
"Hospital","31.3445862","74.1381428","5","Ghausia Colony, 1.3km Sundar, Raiwind Rd, near New Lahore City, Lahore, Punjab 53801, Pakistan","53801","Zikra Hospital","2",,"2","0","0","0","0","Ghausia Colony, 1.3km Sundar, Raiwind Rd, near New Lahore City",
"Private hospital","31.4283175","74.2895503",,"Maqbool St, Bagrian Block B Shiraz Town, Lahore, Punjab, Pakistan",,"Hoorya clinic and maternity home","0",,,,,,,"Maqbool St",
"Hospital","31.4386723","74.28921","4.8","C7QQ+FM8، عثمان سٹریٹ, Awasia Housing Society Awaisia Housing Scheme, Lahore, Punjab 54600, Pakistan","54600","Dr. Abid Harif Awan's Physiotherapy Clinic","6",,"5","1","0","0","0","C7QQ+FM8، عثمان سٹریٹ",
"Medical Center","31.7874733","73.7055419",,"Lahore - Sargodha Rd, Farooqabad, Nankana Sahib, Punjab 39350, Pakistan","39350","Shop","0",,,,,,,"Lahore - Sargodha Rd",
"Hospital","31.3168608","74.2172523","3.9","8688+PWR, Bahria Orchard Central District Bahria Orchard, Lahore, Punjab, Pakistan",,"Bahria Orchard Hospital","83",,"44","14","14","8","3","8688+PWR",
"Hospital","31.7399147","73.687431",,"PMQP+XX7 Railway Station, Bhalike, Sheikhupura, Punjab, Pakistan",,"EPI Center BHU Bhalike","0",,,,,,,"PMQP+XX7 Railway Station",
"Hospital","31.7397212","73.6874076",,"PMQP+VXM, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"Health Center Bahalike بنیادی مرکز صحت بہالیکے","0",,,,,,,"PMQP+VXM",
"Hospital","31.7873324","73.7061438",,"QPP4+WFJ, Lahore - Sargodha Rd, Sarkari Kalan, Sheikhupura, Punjab, Pakistan",,"Shahid medical store","0",,,,,,,"QPP4+WFJ, Lahore - Sargodha Rd",
"Hospital","31.7622232","73.6855579","4.5","QM6P+V6M, Sheroke, Nankana Sahib, Punjab, Pakistan",,"رورل ھیلتھ ڈسپنسری شیروکے","2",,"1","1","0","0","0","QM6P+V6M",
"Hospital","31.7397793","73.6875339","5","Railway Station Bahalike, Sheroke Rd, Pakistan",,"Rural Health Unit Bahalike","4",,"4","0","0","0","0","Railway Station Bahalike, Sheroke Rd",
"Hospital","31.4375131","74.2797968","5","Evercare Hospital, WAPDA Town Block D 1 Nespak Housing Scheme, Lahore, Punjab, Pakistan",,"Dr. M. Ali Rafique Mirza | Cosmetic Surgeon in Lahore","3",,"3","0","0","0","0","Evercare Hospital",
"Medical Center","31.4333271","74.300118","5","373/6 CII Township, Township Block 6 Twp Sector C 2 Lahore, Punjab 54770, Pakistan","54770","Shamim Clinic Mother & Child Health Center","8",,"8","0","0","0","0","373/6 CII Township",
"Hospital","31.4409321","74.2763953","5","33-26 Street Number 13, Block D2 Block D 2 Wapda Town Phase 1 Lahore, Punjab 54770, Pakistan","54770","Master's cosmo laser plast","2",,"2","0","0","0","0","33-26 Street Number 13",
"Hospital","31.4365743","74.3024002","4.5","206, near Azmat Chowk, Sector D2 Sector D 2 Block 2 Green Town, Lahore, Punjab, Pakistan",,"Alshifa clinic","2",,"1","1","0","0","0","206, near Azmat Chowk",
"Medical Center","31.4216116","74.2812832","5","16 A Military College Road, Gul e Daman Block A Military Accounts Chs, Lahore, Punjab, Pakistan",,"Al-Samad Medical Center","2",,"2","0","0","0","0","16 A Military College Road",
"Hospital","31.4214697","74.2772895","4.9","9E Building, College Road, opp. Park Military Accounts Society, Block E PGECHS 2, Lahore, Punjab 54000, Pakistan","54000","RNDC Nutrition Hospital","454",,"428","12","9","5","0","9E Building, College Road, opp. Park Military Accounts Society",
"Hospital","31.3894819","74.3215258",,"98QC+RM2, Kacha Village, Kacha, Lahore, Punjab, Pakistan",,"Govt Hospital Markar E Sehat","0",,,,,,,"98QC+RM2",
"Hospital","31.4278788","74.2853678","4.1","114 C College Rd, near AMEER CHOWK, Block C PCSIR Staff Colony, Lahore, Punjab 54770, Pakistan","54770","Al Shamaim GynaeMed Centre","7",,"4","2","1","0","0","114 C College Rd, near AMEER CHOWK",
