"title","location/lat","location/lng","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","address","price","rank","categoryName","totalScore","postalCode","reviewsCount","street"
"Al-Makkah Super Store","30.968307","73.9728816",,,,,,"XX9F+85C, Allahabad - Chunian Rd Zaheerabad, Chunian, Kasur, Punjab 55220, Pakistan",,"5","Grocery store","4.7","55220","3","XX9F+85C, Allahabad - Chunian Rd Zaheerabad"
"Adnan karyana store","31.6380323","74.1909774","1","0","1","0","0","J5QR+699, Javed Nager, Sheikhupura, Punjab, Pakistan",,"34","Grocery store","3",,"2","J5QR+699"
"Payal Super Store","30.9711509","73.9749264",,,,,,"XXCF+FX7 Zaheer Abad Calony, National Street, Chunian, Kasur, Punjab 55220, Pakistan",,"6","Supermarket","1.5","55220","2","XXCF+FX7 Zaheer Abad Calony, National Street"
"MASHA ALLAH KARIYANA STORE","31.6529375","74.1704375",,,,,,"Said Colony Mandiali, Sheikhupura, Punjab 39250, Pakistan",,"35","Grocery store",,"39250","0",
"Master Stationery And Kiryana Store","30.9635977","73.9864621",,,,,,"XX7P+CHP Bilal Town, Khudian - Chunian Rd, Chunian, 55220, Pakistan",,"7","Supermarket","5","55220","1","XX7P+CHP Bilal Town, Khudian - Chunian Rd"
"Khokhar market","31.623452","74.249369",,,,,,"J6FX+7QC, Kot Abdul Malik, Shahdara, Sheikhupura, Punjab, Pakistan",,"38","Grocery store",,,"0","J6FX+7QC"
"Bismillah Karyana Store","30.928222","74.0114047",,,,,,"Govt. Elementary School Darbar Sheikh ilam Din, Allahabad - Chunian Rd, Jamsher Khurd, Kasur, Punjab 55220, Pakistan",,"8","Grocery store","3","55220","2","Govt. Elementary School Darbar Sheikh ilam Din, Allahabad - Chunian Rd"
"Al-Madina Supper Store","31.6241117","74.234438",,,,,,"Main Bazar Sharaqpur Khurd, Lahore - Sheikhupura - Faisalabad Rd, Kot Abdul Malik, Sheikhupura, Punjab 39250, Pakistan",,"40","Grocery store",,"39250","0","Main Bazar Sharaqpur Khurd, Lahore - Sheikhupura - Faisalabad Rd"
"New Vegetable&Fruit Market Chunian","30.9580719","73.9633475",,,,,,"XX57+68H, Chunian Bypass, Chunian, Kasur, Punjab, Pakistan",,"9","Supermarket",,,"0","XX57+68H, Chunian Bypass"
"Maher Muhammad Musa super store","30.9665344","73.9747249",,,,,,"no 4 Chunian Main Rd, Chunian, Kasur, Punjab, Pakistan",,"10","Grocery store",,,"0","no 4 Chunian Main Rd"
"ch saad commission shop","30.9477573","73.9609059",,,,,,"new galla mandi chunian shop no 38, Kasur, Punjab, Pakistan",,"11","Supermarket",,,"0","new galla mandi chunian shop no 38"
"Al Areeb Mart","30.9704023","73.9782043",,,,,,"Canada Colony, Chunian, Kasur, Punjab 55220, Pakistan",,"13","Grocery store","3.5","55220","2","Canada Colony"
"Sadique General Store","30.9661432","73.9813284",,,,,,"XX8J+FG4, Allahabad - Chunian Rd, Chunian, Kasur, Punjab, Pakistan",,"14","Supermarket","4.2",,"6","XX8J+FG4, Allahabad - Chunian Rd"
"Data Pan shop","30.9689519","73.9727856",,,,,,"XX9F+H4J, Main Road, Chunian, Kasur, Punjab, Pakistan",,"15","Grocery store","1",,"1","XX9F+H4J, Main Road"
"Al-Madina Mart Chunian المدینہ مارٹ","30.985593","73.9721764",,,,,,"XXPC+6VM, Chunian, Kasur, Punjab, Pakistan",,"16","Grocery store","3.8",,"5","XXPC+6VM"
"AMIN KARYANA STORE","30.976207","73.9734371",,,,,,"XXGF+F95, Chunian, Kasur, Punjab, Pakistan",,"17","Grocery store",,,"0","XXGF+F95"
"royal mart Chunian","30.9801108","73.9704195",,,,,,"XXJC+25V, Chunian, Kasur, Punjab, Pakistan",,"18","Grocery store","5",,"7","XXJC+25V"
"Saad super mart fast food and bakers","30.9648698","73.9772889",,,,,,"XX7G+WWV, Road, Allahabad, Chunian, Kasur, Punjab, Pakistan",,"19","Bakery","5",,"7","XX7G+WWV, Road"
"Sakandr pan shop","30.9636926","73.9860376",,,,,,"XX7P+F9X, Chunian, Kasur, Punjab, Pakistan",,"20","Grocery store",,,"0","XX7P+F9X"
"Mian Wala ghat","30.9698035","73.9712488",,,,,,"XX9C+WFH, Chunian, Kasur, Punjab, Pakistan",,"36","Grocery store",,,"0","XX9C+WFH"
"Manzoor Autos Workshop","30.9640836","73.9770089","4","0","0","0","0","Khalid Market, Chunian, Kasur, Punjab, Pakistan",,"37","Motorcycle dealer","5",,"4","Khalid Market"
"Gwadar Super Market","30.9501165","73.965371",,,,,,"WXX7+PXW, Chunian, Kasur, Punjab, Pakistan",,"38","Construction company",,,"0","WXX7+PXW"
"Yousaf kryana store","31.2676829","74.0261517",,,,,,"729G+3C, Nathe Khalsa, Kasur, Punjab, Pakistan",,"1","Grocery store",,,"0","729G+3C"
"Haji zareen sons super Store","31.2952222","74.0741342",,,,,,"73WF+3MJ, Raiwind Road, Manga Mandi, Lahore, Punjab, Pakistan",,"2","Grocery store","4.1",,"49","73WF+3MJ, Raiwind Road"
"HAJI IFTKHAR ATTA CHEKI","31.2469948","74.0131505",,,,,,"62W7+Q7R, Nazd Dawt-e-islami madrasa Lahore, Dina Nath, Kasur, Punjab, Pakistan",,"3","Grocery store","4.7",,"6","62W7+Q7R, Nazd Dawt-e-islami madrasa Lahore"
"Tasleem General Store","31.3315435","74.1078323",,,,,,"84J5+J48, Main Bazar, Shamkay Bhattian, Lahore, Punjab, Pakistan",,"4","Grocery store","4.8",,"21","84J5+J48, Main Bazar"
"Hakeem Ajaz Ahmad Duakhana","31.294109","74.0634654",,,,,,"73V7+J9W, Manga Mandi, Lahore, Punjab, Pakistan",,"6","Grocery store","5",,"2","73V7+J9W"
"المکہ سپر سٹور","31.2433947","74.0163423",,,,,,"62V8+9G4, Unnamed Road, Dina Nath, Kasur, Punjab, Pakistan",,"7","Grocery store","4.1",,"7","62V8+9G4, Unnamed Road"
"مولوی یوسف کریانہ سٹور . . . مہر کاشف","31.3044415","74.0557477",,,,,,"8334+Q7H, Manga Manga Mandi, Manga, Lahore, Punjab, Pakistan",,"8","Grocery store","3",,"1","8334+Q7H"
"ADIL SUPER STORE","31.3323383","74.084689",,,,,,"83JM+WVP, Main Bazar, BAATH, Lahore, Punjab 55270, Pakistan",,"9","Supermarket","4.7","55270","3","83JM+WVP, Main Bazar"
"Sami karyana store","31.3062179","74.0561994",,,,,,"8344+FFP, Manga Manga Mandi, Manga, Lahore, Punjab, Pakistan",,"10","Grocery store","4.3",,"4","8344+FFP"
"COSCO Super Store","31.2785939","74.0549932",,,,,,"73H3+CXQ, Kalalan Wala, Kasur, Punjab, Pakistan",,"11","Supermarket","4",,"8","73H3+CXQ"
"Almadina Mart And Super Store","31.2741566","74.0505595",,,,,,"73F2+M62, Kulan Wala, Kalalan Wala, Kasur, Punjab, Pakistan",,"13","Grocery store","4.7",,"16","73F2+M62"
"Sheera Rabani General Store","31.3209518","74.1476687",,,,,,"84CX+93M, Sultanke, Lahore, Punjab, Pakistan",,"14","Supermarket","4.4",,"11","84CX+93M"
"namberdar Store","31.3039538","74.064026",,,,,,"8337+HJJ, Manga Mandi, Lahore, Punjab, Pakistan",,"15","Grocery store","3.3",,"10","8337+HJJ"
"Irfan General Store","31.2992138","74.0690106",,,,,,"Manga Mandi, Lahore, Punjab, Pakistan",,"16","Discount supermarket","4.5",,"10","Manga Mandi"
"Kala keriana store","31.3049302","74.0561305",,,,,,"8334+XFC, Manga Manga Mandi, Manga, Lahore, Punjab, Pakistan",,"17","Grocery store","3.7",,"3","8334+XFC"
"Batth Farm","31.3255847","74.0900513",,,,,,"Batth Road, Bath, Lahore, Punjab, Pakistan",,"18","Supermarket","4.1",,"24","Batth Road"
"Superstore Mohlanwal","31.4038644","74.1440985",,,,,,"1A block No, Mohlanwal, Lahore, Punjab 53801, Pakistan",,"20","Supermarket",,"53801","0","1A block No"
"Asam Ali Jnral Stor","31.6338618","74.1923035","0","0","0","0","1","J5MR+GWV, Zafer Town Rd, Javed Nager, Sheikhupura, Punjab, Pakistan",,"41","Grocery store","2",,"1","J5MR+GWV, Zafer Town Rd"
"Al-madina Trader Wholesel","31.6523753","74.1629826",,,,,,"M527+X55 mandhali stop, Lahore Rd, Mandiali, Sheikhupura, Punjab, Pakistan",,"42","Supermarket",,,"0","M527+X55 mandhali stop, Lahore Rd"
"Basharat jutt karyana store","31.6337118","74.2350225",,,,,,"J6MP+F2J, Jamal Park, Sheikhupura, Punjab, Pakistan",,"43","Grocery store",,,"0","J6MP+F2J"
"Milk Shop","31.633836","74.2105902",,,,,,"J6M6+C3M, Gulfishan Town, Lahore, Sheikhupura, Punjab, Pakistan",,"44","Grocery store",,,"0","J6M6+C3M"
"Khan Super Store","31.6230589","74.2367166","2","0","0","0","0","Chappar Stop, Sheikhupura Rd, Kot Abdul Malik, Ferozewala, Sheikhupura, Punjab, Pakistan",,"45","Grocery store","5",,"2","Chappar Stop, Sheikhupura Rd"
"Zee Family Mart","31.5656521","74.2996138",,,,,,"6-A Naseeruddin Rd, Islampura, Lahore, Punjab 54000, Pakistan",,"2","Supermarket","4.1","54000","428","6-A Naseeruddin Rd"
"Haaji General Store","31.57286","74.31929",,,,,,"Gawalmandi Food St, Gawalmandi, Lahore, Punjab 54500, Pakistan",,"3","Supermarket","4.4","54500","129","Gawalmandi Food St"
"Hajvery Market","31.6244934","74.2368499","2","0","0","0","0","J6FP+QPX, Kot Abdul Malik, Sheikhupura, Punjab, Pakistan",,"46","Grocery store","5",,"2","J6FP+QPX"
"Risen Cash & Carry","31.5929792","74.3371494",,,,,,"Park Way, Tajpura, Lahore, Punjab, Pakistan",,"4","Grocery store","4.4",,"954","Park Way"
"ایزی پیسہ جاز کیش اور بل کی ادائیگی","31.6284078","74.2453167",,,,,,"سادات ٹاؤن Kot Abdul Malik, خاکی, Lahore, Punjab 54950, Pakistan",,"47","Grocery store",,"54950","0",
"Abdur Razzaq Store","31.6188895","74.2550023","1","0","0","0","0","J794+H22, Abu Bakar St, Pind Nizampura Dhaka, Shahdara, Sheikhupura, Punjab, Pakistan",,"48","Grocery store","5",,"1","J794+H22, Abu Bakar St"
"Mall Din Cash n Carry","31.5902564","74.3690977",,,,,,"H9R9+4J5, Bhogiwal Rd, Kot Khawaja Saeed, Lahore, Punjab 54000, Pakistan",,"6","Supermarket","4.2","54000","258","H9R9+4J5, Bhogiwal Rd"
"Chahal grocery store چاہل کریانہ سٹور","30.771567","74.1709235",,,,,,"Q5CC+MHP, Banbawali Ravi Bedian Canal Rd, Chahal Nau, Kasur, Punjab, Pakistan",,"1","Grocery store",,,"0","Q5CC+MHP, Banbawali Ravi Bedian Canal Rd"
"Mian market","31.580713","74.3614209",,,,,,"Begampura Begumpura, Lahore, Punjab 54000, Pakistan",,"7","Supermarket","4.7","54000","32",
"MASS & B","31.6204201","74.2344524",,,,,,"J6CM+5Q8, MAIN BAZAR SHARAQ PUR KHURD, Kot Abdul Malik, Lahore, Sheikhupura, Punjab, Pakistan",,"49","Grocery store",,,"0","J6CM+5Q8, MAIN BAZAR SHARAQ PUR KHURD"
"Fazal Din's Pharma Plus - Allahabad Franchise","30.8796601","74.0521673",,,,,,"Near Old, Sabzi Mandi, Chunian Road, Allah Abad, Kasur, Punjab 55221, Pakistan",,"3","Grocery store","5","55221","32","Near Old, Sabzi Mandi, Chunian Road"
"Faizan Super Mart","31.587764","74.3532986",,,,,,"House 118, madina street, 46/s Bilal Park Rd, Chah Miran, Lahore, Punjab 54900, Pakistan",,"8","Supermarket","5","54900","1","House 118, madina street, 46/s Bilal Park Rd"
"Share Rabani super stor","31.3100333","74.0515178","2","1","0","0","0","8362+2JJ, Manga Manga Mandi, Manga, Lahore, Punjab, Pakistan",,"21","Asian grocery store","4.7",,"3","8362+2JJ"
"Muhammadi Pan shop","31.6326525","74.2123632","2","0","0","0","0","J6M6+3W9, Gulfishan Town, Lahore, Sheikhupura, Punjab, Pakistan",,"50","Grocery store","5",,"2","J6M6+3W9"
"Cheema Dairy Farm House","30.8590152","74.3242354",,,,,,"V85F+JM5, Kasur, Punjab, Pakistan",,"8","Supermarket","5",,"6","V85F+JM5"
"Pomi Gernel Store","31.6338243","74.2340261",,,,,,"J6MM+GJC, Jamal Park, Lahore, Sheikhupura, Punjab, Pakistan",,"51","Grocery store",,,"0","J6MM+GJC"
"AL.AZIZ Super Stor","30.7658609","74.1230047",,,,,,"Q48F+86R, Kanganpur, Kasur, Punjab, Pakistan",,"10","Grocery store","4.8",,"4","Q48F+86R"
"Umer Bakers and General store","31.5813173","74.3093625",,,,,,"Inside Bhati gate opposite Unchi Masjid Shish Mahal ghati, Hakiman Bazaar, Cho Mohalla Walled City of Lahore, Lahore, Punjab 54000, Pakistan",,"9","Grocery store","4.1","54000","22","Inside Bhati gate opposite Unchi Masjid Shish Mahal ghati, Hakiman Bazaar"
"Mashallah Chicken Sale Center","31.3063463","74.0508691","3","1","0","0","0","8342+G8Q, Unnamed Road, Manga Manga Mandi, Manga, Lahore, Punjab, Pakistan",,"23","Grocery store","4.8",,"4","8342+G8Q, Unnamed Road"
"Rafey super store","30.9347573","74.2151908",,,,,,"W6M8+W34, Dhing Shah, Kasur, Punjab, Pakistan",,"15","Supermarket","4.7",,"3","W6M8+W34"
"H.H Kryana Store","31.6255262","74.2352938","1","0","0","0","0","J6GP+647, Kot Abdul Malik, Sheikhupura, Punjab, Pakistan",,"52","Grocery store","5",,"1","J6GP+647"
"Inshallah super store","31.5792372","74.3458125",,,,,,"Tezab Ahata Rd, Tezab Ahata Swami Nagar, Lahore, Punjab 45900, Pakistan",,"10","Supermarket","5","45900","4","Tezab Ahata Rd"
"Saleem Medical and General Store","31.5906191","74.3505665",,,,,,"Central Rd, Scheme No. 2 Chah Miran, Lahore, Punjab, Pakistan",,"11","Supermarket","4.4",,"144","Central Rd"
"Bhola karyana store","31.6204795","74.2361476","2","0","0","0","0","J6CP+5FR, Street No. 1, Kot Abdul Malik, Sheikhupura, Punjab, Pakistan",,"53","Grocery store","5",,"2","J6CP+5FR, Street No. 1"
"قندھاری برکس","30.9691713","74.273775",,,,,,"X79F+MG6, Khudian Khas, Kasur, Punjab, Pakistan",,"16","Supermarket","3",,"3","X79F+MG6"
"KK SUPER MART","31.5932237","74.3496026",,,,,,"H8VX+7RQ, Central Rd, Scheme No. 2 Chah Miran, Lahore, Punjab, Pakistan",,"12","Grocery store","4.6",,"8","H8VX+7RQ, Central Rd"
"Mudasar Super Store","30.8252993","74.2146374",,,,,,"R6G7+4V6, Kul, Kasur, Punjab, Pakistan",,"17","Grocery store","2.3",,"3","R6G7+4V6"
"804مدسر کریانہ سٹور","31.6275314","74.2470433",,,,,,"J6HW+2R7 مدسر کریانہ سٹور, Kot Abdul Malik, Sheikhupura, Punjab, Pakistan",,"54","Grocery store",,,"0","J6HW+2R7 مدسر کریانہ سٹور"
"Mughal General Store","31.5982762","74.3064388",,,,,,"H8X4+8H8, Unnamed Road, Qila Lachman Singh, Lahore, Punjab, Pakistan",,"13","Supermarket","4.3",,"27","H8X4+8H8, Unnamed Road"
"Blogi4us","30.7639276","74.1122506",,,,,,"Q476+HWC, Kanganpur, Kasur, Punjab 55000, Pakistan",,"18","Supermarket",,"55000","0","Q476+HWC"
"786 general store","31.6505073","74.1553057","2","0","0","0","0","M524+643, Unnamed Road, Sarai Feroz Wala, Sarai, Sheikhupura, Punjab, Pakistan",,"55","Grocery store","5",,"2","M524+643, Unnamed Road"
"Awami store","31.5943925","74.3433958",,,,,,"H8VV+Q92, Makhan Pura Chah Miran, Lahore, Punjab, Pakistan",,"14","Supermarket","4.7",,"10","H8VV+Q92"
"Nayyab Traders","31.6351359","74.2115788","3","0","0","0","0","J6P6+3J4, Unnamed Road, Gulfishan Town, Lahore, Sheikhupura, Punjab, Pakistan",,"56","Grocery store","5",,"3","J6P6+3J4, Unnamed Road"
"GPG Discounted Shop","31.5985051","74.3450894",,,,,,"Array Wali Gali, Shad Bagh, Lahore, Punjab, Pakistan",,"15","Grocery store","5",,"1","Array Wali Gali"
"Noor atta chaki","31.6203459","74.2353517",,,,,,"J6CP+44Q, Kot Abdul Malik, Lahore, Sheikhupura, Punjab, Pakistan",,"57","Grocery store",,,"0","J6CP+44Q"
"USD ARCADE","31.5982367","74.3171469",,,,,,"H8X8+7VR, Data Nagar Badami Bagh, Lahore, Punjab, Pakistan",,"16","Supermarket","5",,"6","H8X8+7VR"
"Hamza store","31.637395","74.1908667","1","0","0","1","0","Javed Nager،, Ch Bashir Residence, Street 4, Lahore - Sheikhupura - Faisalabad Rd, Javed Nager, Sheikhupura, Punjab 39250, Pakistan",,"58","Grocery store","4","39250","2","Javed Nager،, Ch Bashir Residence, Street 4, Lahore - Sheikhupura - Faisalabad Rd"
"Aleem gernel store","31.5778828","74.3761553",,,,,,"H9HG+5F2, Mughalx street, Singhpura, Lahore, Punjab 54840, Pakistan",,"17","Supermarket","5","54840","7","H9HG+5F2, Mughalx street"
"Raza Karyana Stor","31.6336963","74.2311891",,,,,,"J6MJ+FFG, Jamal Park, Kot Abdul Malik, Sheikhupura, Punjab, Pakistan",,"59","Grocery store",,,"0","J6MJ+FFG"
"Muzafar store","31.6076237","74.3301782",,,,,,"J85J+23V, Wasa Colony Badami Bagh, Lahore, Punjab, Pakistan",,"18","Supermarket","3.6",,"5","J85J+23V"
"Hajvery Traders","31.6422836","74.2036298","1","0","0","0","0","interchange 15k.m, 40ft bazar iqball town kot abdulmalik, Lahore - Sheikhupura - Faisalabad Rd, Lahore, Sheikhupura, Punjab, Pakistan",,"60","Grocery store","5",,"1","interchange 15k.m, 40ft bazar iqball town kot abdulmalik, Lahore - Sheikhupura - Faisalabad Rd"
"Malik Milk Shop","31.5886803","74.3013406",,,,,,"H8Q2+FGG, Karim Park Lahore, Punjab, Pakistan",,"19","Supermarket","3.7",,"17","H8Q2+FGG"
"Ramzan bashir store","31.5882778","74.2915306",,,,,,"mali pura shell pump ky samnay wali gali me, Service Rd, Lahore, 96630, Pakistan",,"20","Discount supermarket","5","96630","3","mali pura shell pump ky samnay wali gali me, Service Rd"
"Daim Super Store Mokal","30.7837935","74.1867702","6","0","0","0","0","Q5MP+GP6, Mokal, Kasur, Punjab, Pakistan",,"22","Grocery store","5",,"6","Q5MP+GP6"
"Jalal Sons DHA Phase 7","31.4880318","74.4869829",,,,,,"Plot C, 108, Sector Q Phase 7, Lahore, Punjab, Pakistan",,"1","Grocery store","4.1",,"81","Plot C, 108"
"Hikmah Super Store","31.5193296","74.4619002",,,,,,"Bilding No.12, Sector B, Green City, Lahore, Punjab, Pakistan",,"4","Grocery store","4.6",,"14","Bilding No.12, Sector B"
"Lutfs Mart","31.4650261","74.4750621",,,,,,"FF8G+227, Defence Raya Golf Resort Sector M DHA Phase 6, Lahore, Punjab, Pakistan",,"5","Grocery store","3.9",,"40","FF8G+227"
"Mushtaq Store","31.4772441","74.5127627",,,,,,"FGG7+V4R, Barki bazar, Barki Lahore, Punjab, Pakistan",,"6","Grocery store",,,"0","FGG7+V4R, Barki bazar"
"Tanveer G Store","31.4773429","74.5135758",,,,,,"Barki bazar, Barki Lahore, Punjab, Pakistan",,"7","Grocery store","5",,"3","Barki bazar"
"Grossen 21","31.501673","74.4457553",,,,,,"GC2W+M86, DHA Phase 8 - Ex Air Avenue Block Q Air Avenue, Lahore, Punjab, Pakistan",,"8","Grocery store","4.1",,"76","GC2W+M86"
"Sajid General Store","31.4756438","74.5648409",,,,,,"FHG7+7W4, Jhallian, Lahore, Punjab, Pakistan",,"9","Grocery store","5",,"1","FHG7+7W4"
"SADIQ MART","31.4669982","74.4980183",,,,,,"X Block, Phase 7, Sector X DHA, Lahore, Punjab, Pakistan",,"10","Supermarket","3.3",,"6","X Block, Phase 7"
"Karma wala stop","31.461416","74.538813",,,,,,"FG6Q+HG, Lahore, Punjab, Pakistan",,"11","Grocery store",,,"0","FG6Q+HG"
"IDEAL GROCERS","31.5102688","74.4367521",,,,,,"6-M, DHA Phase 8 - Ex Air Avenue Lahore, 54000, Pakistan",,"12","Grocery store","3.9","54000","180","6-M"
"Hikma Super Store (2)","31.531604","74.4534193",,,,,,"89 Broadway, Paragon City, Lahore, Punjab, Pakistan",,"13","Grocery store","4.1",,"33","89 Broadway"
"Malik Super Store","31.5629722","74.3798068","64","27","1","16","3","Road, Mughalpura, Lahore, Punjab 54840, Pakistan",,"21","Supermarket","4.4","54840","111","Road"
"Haji's Mart","31.516836","74.460036",,,,,,"GF86+P2M, Barki Rd, Green City, Lahore, Punjab, Pakistan",,"14","Supermarket","5",,"1","GF86+P2M, Barki Rd"
"Swera Departmental Store","31.5831389","74.3778977","526","234","58","170","38","270-Main, bazar GT Rd, near bhaghbanpura, Baghbanpura, Lahore, Punjab 54000, Pakistan",,"25","Supermarket","4.1","54000","1026","270-Main, bazar GT Rd, near bhaghbanpura"
"Pick N Pack Mart","31.5248869","74.4539345",,,,,,"65s Paragon City imperial garden street no IH-16, Barki Rd, Lahore, 54000, Pakistan",,"15","Supermarket","4.5","54000","25","65s Paragon City imperial garden street no IH-16, Barki Rd"
"VIP Store","31.5663217","74.3908142","173","46","25","50","20","H98R+G8G, Nabi Pura Lahore, Punjab, Pakistan",,"28","Supermarket","4",,"314","H98R+G8G"
"Muhammadia Super Store","31.573589","74.3873846","17","2","2","4","1","H9FP+CXJ, Sahowari Rd, Sahowari Ramgarh, Lahore, Punjab, Pakistan",,"30","Supermarket","4.2",,"26","H9FP+CXJ, Sahowari Rd"
"Al-Rehmat Mart","31.5149572","74.4394226",,,,,,"Plot 566, Block B Eden City, Lahore, Punjab, Pakistan",,"17","Supermarket","4.3",,"45","Plot 566"
"Sheikh store","31.5875231","74.2839729","1","0","0","0","0","H7QM+2H5, Karim Park Khokhar Town, Lahore, Punjab, Pakistan",,"37","Supermarket","5",,"1","H7QM+2H5"
"Diamond Super Store","31.5982459","74.378993","7","0","1","0","0","H9XH+7HX, New Bhogiwal Rd, Gujjarpura, Lahore, Punjab, Pakistan",,"38","Grocery store","4.5",,"8","H9XH+7HX, New Bhogiwal Rd"
"Laziza Naan Shop (Br 2)","31.5662453","74.3882724","7","1","0","2","0","H98Q+F8R, Shah Kamal Rd, Gunj Lahore, Punjab 54000, Pakistan",,"39","Supermarket","4.5","54000","10","H98Q+F8R, Shah Kamal Rd"
"Dessert bakery & sweets","31.5984494","74.382678","42","7","5","6","7","H9XM+93F, Janipura Lahore, Punjab, Pakistan",,"40","Grocery store","4.1",,"67","H9XM+93F"
"Foji General and Easy load Shop","31.6284484","74.2453163","6","0","0","1","1","J6HW+94G, Kot Abdul Malik, Lahore, Sheikhupura, Punjab, Pakistan",,"61","Grocery store","4.4",,"8","J6HW+94G"
"Raman relief package","31.6192982","74.2384744",,,,,,"J69Q+P99, Kot Abdul Malik, Lahore, Sheikhupura, Punjab, Pakistan",,"62","Grocery store",,,"0","J69Q+P99"
"Data karyana and general store","31.6254995","74.2379072","5","1","0","1","0","مین سوئی گیس روڈ شرقپور خورد کوٹ عبدالمالک تحصیل فیروز والا, Kot Abdul Malik, Sheikhupura, Punjab 39250, Pakistan",,"63","Grocery store","4.6","39250","7","مین سوئی گیس روڈ شرقپور خورد کوٹ عبدالمالک تحصیل فیروز والا"
"HF General and Mobile Store","31.631224","74.2283962","2","1","1","0","0","J6JH+F9J, Road, Jamal Park, Kot Abdul Malik, Sheikhupura, Punjab 55230, Pakistan",,"64","Grocery store","3.8","55230","4","J6JH+F9J, Road"
"NEW POLKA ICE CREAM","31.6260308","74.2197894","5","0","0","0","0","Zahid Town Kot Abdul Malik, Lahore, Sheikhupura, Punjab 25000, Pakistan",,"65","Grocery store","5","25000","5",
"Dogar Karyana Store","31.6253232","74.2515751","1","0","1","0","0","J7G2+3RW, Pind Nizampura Dhaka, Lahore, Sheikhupura, Punjab 50877, Pakistan",,"66","Supermarket","3","50877","2","J7G2+3RW"
"Islam Super Store","31.6105975","74.2825532","5","0","0","0","1","J76M+62M, Lala Zar Lane, colony Taragarh Shahdara Town, Shahdara, Lahore, Punjab, Pakistan",,"41","Supermarket","4.5",,"6","J76M+62M, Lala Zar Lane"
"Lucky Ali Pan Shop","31.5822368","74.3799476","16","1","3","8","2","30 GT Rd, Singhpura, Lahore, Punjab 54000, Pakistan",,"42","Supermarket","3.8","54000","30","30 GT Rd"
"Supermarket Lahore Pakistan","31.5647344","74.3828867","28","8","0","4","0","H97M+V5R, Ganj Bazar Road, Gunj Bazar Gunj, Lahore, Punjab, Pakistan",,"44","Grocery store","4.6",,"40","H97M+V5R, Ganj Bazar Road"
"Pakistan Foods Industries (PVT) Limited","31.2093628","74.2062588",,,,,,"7KM Changa Manga Rd, Raiwind, Lahore, Punjab 55050, Pakistan",,"1","Organic food store","5","55050","1","7KM Changa Manga Rd"
"METRO Ravi Road Store, Lahore","31.5971507","74.2985017","3961","1524","390","844","247","75 Ravi Rd, near Minar-e-Pakistan, Qasurpura, Lahore, Punjab 54000, Pakistan",,"47","Grocery store","4.2","54000","6966","75 Ravi Rd, near Minar-e-Pakistan"
"Maqsood Super Store","31.1548125","74.2170625",,,,,,"5638+WR7 Ali, raza, Lahore, Kasur, Punjab 54700, Pakistan",,"3","Supermarket",,"54700","0","5638+WR7 Ali, raza"
"Noman Market نعمان مارکیٹ","31.1927291","74.2030424",,,,,,"56V3+36V, Bhamba Kalan Rd, Bhamba Kalaan, Kasur, Punjab, Pakistan",,"4","Grocery store","5",,"6","56V3+36V, Bhamba Kalan Rd"
"Hafiz Burhan Store","31.5888298","74.3450166","4","3","0","3","1","H8QW+G2J, Road, Makhan Pura Chah Miran, Lahore, Punjab 54900, Pakistan",,"48","Supermarket","3.9","54900","11","H8QW+G2J, Road"
"786 store","31.5770074","74.3831356","2","2","0","1","0","Muslim Colony Rd, near qaisar flour mill, Muslim Colony Lahore, Punjab, Pakistan",,"49","Supermarket","4.2",,"5","Muslim Colony Rd, near qaisar flour mill"
"Umer Super Mart","31.1924831","74.2035656",,,,,,"01, Bhamba Kalan, Pakistan",,"5","Asian grocery store","5",,"3","01"
"chacha qaim kariyana store","31.5753987","74.3874057","3","4","0","1","0","H9GP+5X2, Sahowari Mughalpura, Lahore, Punjab, Pakistan",,"50","Supermarket","4.3",,"8","H9GP+5X2"
"MURTZAI SUPER MARKET","31.2219892","74.1729143",,,,,,"65CF+Q5V, Unnamed Road, Bkm Society Raiwind, Bhuchoke mahjha, Kasur, Punjab, Pakistan",,"8","Grocery store","3.5",,"2","65CF+Q5V, Unnamed Road"
"Bhichowky Nai Abadi","31.2185535","74.1785849",,,,,,"659H+CCG, Pattoki - Raiwind Rd, Bkm Society Raiwind, Kasur, Punjab, Pakistan",,"9","Supermarket","3",,"2","659H+CCG, Pattoki - Raiwind Rd"
"Shops @ Ghoray shah","31.583771","74.3560848","42","9","8","7","1","H9M4+GC4, Ghoray Shah Rd, Staff Houses Engineering University Lahore, Lahore, Punjab, Pakistan",,"51","Supermarket","4.1",,"67","H9M4+GC4, Ghoray Shah Rd"
"Ali akbar chekan santar","31.2249262","74.1331903",,,,,,"64FM+X7G, Chak 60 Kasur, Chak 60, Kasur, Punjab, Pakistan",,"10","Supermarket","5",,"1","64FM+X7G"
"BISMILLAH Traders","31.5770682","74.3264411","7","0","0","1","0","H8GG+RHG, Muslim St, Ram Gali Naulakha, Lahore, Punjab 54000, Pakistan",,"52","Supermarket","4.8","54000","8","H8GG+RHG, Muslim St"
"Sher Alam Store","31.1932057","74.2012525",,,,,,"56V2+7GJ, Bhamba Kalan, Kasur, Punjab, Pakistan",,"12","Asian grocery store",,,"0","56V2+7GJ"
