"title","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","street","price","categoryName","location/lat","location/lng","totalScore","postalCode","address"
"Wisdom Spa and Salon.","9","7","1","0","1","0","first floor 93Y sector Y, Liaqat Ali Rd",,"Beauty salon","31.4742866","74.3766615","4.7","54000","first floor 93Y sector Y, Liaqat Ali Rd, Y block DHA Phase 3, Lahore, 54000, Pakistan"
"Studio 24 Grooming Lounge - Salon & Spa","0",,,,,,"25 DD DD",,"Beauty salon","31.4641743","74.3854088",,"54000","25 DD DD, Civic Commercial Area Phase 4 DHA Phase 3, Lahore, Punjab 54000, Pakistan"
"FARIHA PERVEZ SALON","162",,,,,,"99 B Tulip Block",,"Beauty salon","31.3712728","74.1873179","4.6","53720","99 B Tulip Block, Commercial Sector C Bahria Town, Lahore, 53720, Pakistan"
"Sehar beauty salon","3","3","0","0","0","0","FCX6+M28, St 1",,"Beauty salon","31.4991549","74.4100799","5",,"FCX6+M28, St 1, Ali Park Ali Park Lahore Cantt, Lahore, Punjab, Pakistan"
"Dolly Rocker's Ladies Beauty Salon & Training Centre","252",,,,,,"90 B Tulip commercial",,"Beauty salon","31.3706148","74.1870052","4.3","53720","90 B Tulip commercial, Sector C Commercial Area Sector C Bahria Town, Lahore, Punjab 53720, Pakistan"
"Marish Beauty Salon","5","3","0","2","0","0","184 Y Commercial Area",,"Beauty salon","31.471539","74.3763251","3.4","54792","184 Y Commercial Area, Sector Y DHA Phase 3, Lahore, Punjab 54792, Pakistan"
"Maya.B Salon & Makeup Studio","29",,,,,,"D Block, Commercial Market",,"Beauty salon","31.4354474","74.2159199","4.8","54300","D Block, Commercial Market, Sector Block D DHA EME Sector, Lahore, Punjab 54300, Pakistan"
"Serene Star Beauty Salon, Lahore","5","3","0","1","0","1","D.H.A. Main Blvd، near Kitchen Cuisine",,"Beauty salon","31.4871172","74.3813771","3.6",,"D.H.A. Main Blvd، near Kitchen Cuisine, Iqbal Park, Lahore, Punjab, Pakistan"
"Al Kuwait Beauty Salon","0",,,,,,"H8CC+Q5M, Main Bazaar",,"Beauty salon","31.5719191","74.3204742",,"54000","H8CC+Q5M, Main Bazaar, Gawalmandi, Lahore, Punjab 54000, Pakistan"
"Mahjabin Beauty Salon","0",,,,,,"H6WH+XRR, Town Road",,"Beauty salon","31.5974763","74.2295188",,,"H6WH+XRR, Town Road, Al Rehman Garden Phase 2, Lahore, Sheikhupura, Punjab, Pakistan"
"Hooria beauty saloon","0",,,,,,"saloon, Yonus shaheed road street no 23 Beauty",,"Beauty salon","31.5782731","74.2975164",,"05499","saloon, Yonus shaheed road street no 23 Beauty, Lahore, 05499, Pakistan"
"Royal Beauty Salon","0",,,,,,,,"Beauty salon","31.598848","74.2318428",,,"Al Rehman Garden Phase 2, Lahore, Sheikhupura, Punjab, Pakistan"
"Jannat Beauty Salon & Training Center","0",,,,,,"H8CC+W37",,"Beauty salon","31.5722841","74.3201585",,"54000","H8CC+W37, Gawalmandi, Lahore, Punjab 54000, Pakistan"
"Monal beauty salon and training centr","0",,,,,,"H7HW+MCG, Main Bazar Malik Park",,"Beauty salon","31.5791878","74.2960801",,,"H7HW+MCG, Main Bazar Malik Park, Data Gunj Buksh Town, Lahore, Punjab 54000, Pakistan"
"sahil hair salon","0",,,,,,"H79H+99G, Chauhan Rd, near Noshahi Mobiles noor masjid band chauhdry road",,"Hair salon","31.5684495","74.278467",,"54000","H79H+99G, Chauhan Rd, near Noshahi Mobiles noor masjid band chauhdry road, Lahore, Punjab 54000, Pakistan"
"Fatima Beauty Parlor","0",,,,,,"Furqania Park, Street#22, Sanda Rd",,"Beauty salon","31.5623654","74.2906421",,"54000","Furqania Park, Street#22, Sanda Rd, National Town, Lahore, Punjab 54000, Pakistan"
"Make bridal salon","0",,,,,,"H79Q+WPW",,"Beauty salon","31.5698013","74.2893506",,"54000","H79Q+WPW, St Nagar, Lahore, Punjab 54000, Pakistan"
"Noor-o-noor beauty salon","0",,,,,,"J66V+WPF",,"Beauty salon","31.612307","74.2442821",,,"J66V+WPF, Kot Abdul Malik, Sheikhupura, Punjab, Pakistan"
"Sultana Beauty Parlor","1","1","0","0","0","0","2VP6+VRC",,"Beauty salon","31.0371814","73.8620184","5",,"2VP6+VRC, Narroki Mahja Naroki Mahja, Pattoki, Kasur, Punjab, Pakistan"
"Wow beauty salon home services only","0",,,,,,"St 8",,"Beauty salon","31.5608568","74.2849176",,"54000","St 8, Sanda Bagul, begum, Lahore, Punjab 54000, Pakistan"
"Tariq Hair Dresser","1","0","0","0","1","0","2VQ6+28R, Naroki Mahja, Rd",,"Hairdresser","31.0376223","73.8607755","3",,"2VQ6+28R, Naroki Mahja, Rd, Ismail Town, Pattoki, Pakistan"
"Makeup Studio By Sadaf Ch","0",,,,,,"House no 3, Street No. 49",,"Beauty salon","31.5706341","74.2931694",,"54000","House no 3, Street No. 49, Sant Nagar Nehru Park, Lahore, Punjab 54000, Pakistan"
"Hira Beauty salon & Training center","0",,,,,,"House #282 street#42/S",,"Beauty salon","31.5893581","74.2986389",,,"House #282 street#42/S, Karim Park chah mira, Lahore, Pakistan"
"Hameed Town Multan Road Pattoki beside NRSP microfinace back","1","0","0","0","1","0","2VQ6+PH3 Hamida town, Multan Rd, beside NRSP microfinace back",,"Hair salon","31.0392572","73.8614216","3",,"2VQ6+PH3 Hamida town, Multan Rd, beside NRSP microfinace back, Pattoki, Kasur, Punjab, Pakistan"
"Bilal Ahsan","0",,,,,,"Shop no 2 Mustafa Centre Shahalam Market",,"Beauty salon","31.577289","74.319047",,"54000","Shop no 2 Mustafa Centre Shahalam Market, Lahore, 54000, Pakistan"
"Bismillah Hairdressers","0",,,,,,"3R85+H9X, Shahrah-e-Quaid-e-Azam Rd",,"Hair salon","31.0664767","73.8084805",,,"3R85+H9X, Shahrah-e-Quaid-e-Azam Rd, Shaikham Kalan, Kasur, Punjab, Pakistan"
"Azeem ul Shan Beauty Parlour","0",,,,,,"Shop#3,4, Muhammad Ali Marker, Main road, near Tariq Building",,"Beauty salon","31.5610851","74.2834956",,"54000","Shop#3,4, Muhammad Ali Marker, Main road, near Tariq Building, Sanda Lahore, Punjab 54000, Pakistan"
"Kinza beauty parlour","0",,,,,,"2VP6+VRC",,"Beauty salon","31.037247","73.8619923",,,"2VP6+VRC, Narroki Mahja Naroki Mahja, Pattoki, Kasur, Punjab, Pakistan"
"Permanent Hair Remover Lotion by Shami Cosmetics","0",,,,,,"Bhaati Chowk, Ghazni St",,"Hair removal service","31.5773664","74.30828",,"54000","Bhaati Chowk, Ghazni St, Urdu Bazar Lahore, Punjab 54000, Pakistan"
"beauty Salon & Spa","9","5","1","2","0","1","FC77+8F5 jalal son's, Street 6, near al fateh",,"Beauty salon","31.4632619","74.4137308","3.7",,"FC77+8F5 jalal son's, Street 6, near al fateh, Sector C Phase 5 D.H.A, Lahore, Punjab, Pakistan"
"Asim Hair Salon","4","0","2","1","0","1","F9HG+5V4, Street 17",,"Hair salon","31.4778851","74.377204","2.8",,"F9HG+5V4, Street 17, Sector W DHA Phase 3, Lahore, Punjab, Pakistan"
"Effie salon","0",,,,,,"F95F+VXR",,"Beauty salon","31.4597379","74.3748754",,,"F95F+VXR, Punjab Co-Operative Housing Society Block B Punjab CHS, Lahore, Punjab, Pakistan"
"Look Great Beauty Salon","38","29","3","2","2","2","Basement #1, Boota Lodges, Airport rd, New",,"Beauty salon","31.4940926","74.4196131","4.4","54000","Basement #1, Boota Lodges, Airport rd, New, Khuda Buksh Colony Lahore, 54000, Pakistan"
"Glitter & Glam SALON & SPA","1","0","0","1","0","0","CCA, 87",,"Beauty salon","31.4685517","74.4514413","1","54810","CCA, 87, Sector C DHA Phase 6, Lahore, Punjab 54810, Pakistan"
"Naveed Hair Dresser & Salon","10","5","0","4","0","1","F9Q7+QQ6",,"Hair salon","31.4894222","74.3643764","3.1",,"F9Q7+QQ6, Madina Colony, Lahore, Punjab, Pakistan"
